date,station,total,direction_1,direction_2,min_temp,max_temp,precipitation,cloud_cover,sunshine_hours
2009-02-07,Arnulf,269.0,252.0,17.0,-1.4,3.7,0.0,95,0.5
2009-02-08,Arnulf,72.0,63.0,9.0,-0.3,2.4,1.8,98,0.0
2009-02-09,Arnulf,482.0,451.0,31.0,-3.0,4.0,2.9,78,4.2
2009-02-10,Arnulf,395.0,367.0,28.0,0.6,11.2,0.6,91,0.4
2009-02-11,Arnulf,270.0,247.0,23.0,-1.4,2.1,0.0,93,1.3
2009-02-12,Arnulf,,,,-3.8,0.3,0.5,81,0.7
2009-02-13,Arnulf,,,,-4.5,-0.5,0.1,88,2.2
2009-02-14,Arnulf,,,,-10.3,0.0,0.0,86,0.2
2009-02-15,Arnulf,,,,-7.8,-2.4,0.0,90,4.2
2009-02-16,Arnulf,,,,-7.2,0.7,1.0,94,0.0
2009-02-17,Arnulf,,,,-8.5,1.0,5.0,81,0.0
2009-02-18,Arnulf,,,,-16.9,-0.6,0.0,19,8.5
2009-02-19,Arnulf,,,,-16.4,-3.3,0.1,61,4.1
2009-02-20,Arnulf,,,,-9.0,0.1,0.7,99,0.0
2009-02-21,Arnulf,,,,-0.1,2.2,2.7,98,0.0
2009-02-22,Arnulf,,,,0.3,2.3,1.8,100,0.0
2009-02-23,Arnulf,,,,0.6,2.7,4.7,100,0.1
2009-02-24,Arnulf,,,,-0.9,2.4,4.0,99,0.1
2009-02-25,Arnulf,,,,-2.2,5.0,0.0,85,6.1
2009-02-26,Arnulf,,,,-1.9,4.1,2.0,96,0.0
2009-02-27,Arnulf,,,,1.8,4.6,0.7,100,0.0
2009-02-28,Arnulf,,,,2.2,9.8,0.0,74,7.4
2009-03-01,Arnulf,,,,-0.8,6.1,0.1,94,3.5
2009-03-02,Arnulf,81.0,67.0,14.0,0.2,7.8,3.5,100,0.0
2009-03-03,Arnulf,255.0,230.0,25.0,3.6,5.6,1.6,100,0.0
2009-03-04,Arnulf,477.0,445.0,32.0,2.6,9.0,0.0,90,2.6
2009-03-05,Arnulf,339.0,324.0,15.0,1.1,5.8,5.6,95,0.0
2009-03-06,Arnulf,338.0,316.0,22.0,1.0,2.7,1.9,100,0.0
2009-03-07,Arnulf,96.0,91.0,5.0,0.8,2.4,0.9,99,0.0
2009-03-08,Arnulf,108.0,103.0,5.0,-1.0,8.0,5.8,76,1.9
2009-03-09,Arnulf,273.0,250.0,23.0,0.5,5.6,0.4,84,3.3
2009-03-10,Arnulf,338.0,315.0,23.0,1.8,7.9,3.7,94,1.2
2009-03-11,Arnulf,277.0,260.0,17.0,1.1,6.7,0.7,85,2.8
2009-03-12,Arnulf,286.0,267.0,19.0,1.1,5.8,7.7,93,0.3
2009-03-13,Arnulf,245.0,221.0,24.0,1.8,9.1,0.1,93,0.9
2009-03-14,Arnulf,309.0,299.0,10.0,-1.3,12.1,1.9,85,4.3
2009-03-15,Arnulf,72.0,67.0,5.0,5.1,8.5,0.1,99,0.0
2009-03-16,Arnulf,466.0,439.0,27.0,3.9,8.8,0.0,95,0.5
2009-03-17,Arnulf,528.0,497.0,31.0,-1.0,9.8,0.0,66,1.0
2009-03-18,Arnulf,534.0,510.0,24.0,-0.3,10.0,0.0,61,9.8
2009-03-19,Arnulf,480.0,459.0,21.0,-1.8,8.5,0.3,83,2.2
2009-03-20,Arnulf,445.0,416.0,29.0,-3.3,4.5,0.0,70,3.9
2009-03-21,Arnulf,263.0,242.0,21.0,-3.7,5.3,0.0,30,7.8
2009-03-22,Arnulf,199.0,188.0,11.0,-2.4,10.0,0.0,74,6.4
2009-03-23,Arnulf,425.0,403.0,22.0,0.8,10.3,3.5,94,1.1
2009-03-24,Arnulf,303.0,282.0,21.0,-0.2,4.9,1.3,88,2.5
2009-03-25,Arnulf,324.0,302.0,22.0,-2.4,3.7,5.5,83,1.0
2009-03-26,Arnulf,326.0,306.0,20.0,1.1,7.3,6.3,96,0.0
2009-03-27,Arnulf,398.0,368.0,30.0,3.6,11.8,1.4,90,0.5
2009-03-28,Arnulf,310.0,296.0,14.0,4.4,14.9,1.5,83,5.9
2009-03-29,Arnulf,64.0,61.0,3.0,3.4,5.7,8.9,100,0.0
2009-03-30,Arnulf,383.0,364.0,19.0,2.7,7.4,0.2,86,0.3
2009-03-31,Arnulf,561.0,523.0,38.0,2.0,9.6,0.0,74,0.2
2009-04-01,Arnulf,662.0,636.0,26.0,3.5,16.0,0.0,78,3.8
2009-04-02,Arnulf,852.0,801.0,51.0,8.8,20.0,0.0,40,11.0
2009-04-03,Arnulf,851.0,813.0,38.0,3.8,19.8,0.0,16,11.6
2009-04-04,Arnulf,446.0,433.0,13.0,5.9,18.9,0.0,51,6.3
2009-04-05,Arnulf,412.0,385.0,27.0,6.1,19.6,0.0,31,8.8
2009-04-06,Arnulf,853.0,817.0,36.0,3.1,19.7,0.0,43,8.7
2009-04-07,Arnulf,970.0,936.0,34.0,4.2,21.5,0.0,23,10.1
2009-04-08,Arnulf,885.0,846.0,39.0,7.2,18.4,0.0,66,7.9
2009-04-09,Arnulf,912.0,860.0,52.0,5.3,19.5,0.0,44,11.7
2009-04-10,Arnulf,594.0,571.0,23.0,4.1,21.9,0.0,9,12.0
2009-04-11,Arnulf,662.0,647.0,15.0,4.4,22.2,0.0,4,12.6
2009-04-12,Arnulf,432.0,409.0,23.0,2.7,21.8,0.0,14,12.6
2009-04-13,Arnulf,474.0,461.0,13.0,3.1,21.1,0.0,8,11.9
2009-04-14,Arnulf,957.0,919.0,38.0,5.9,21.3,0.0,25,11.4
2009-04-15,Arnulf,1114.0,1068.0,46.0,2.1,22.0,0.0,15,12.5
2009-04-16,Arnulf,916.0,871.0,45.0,4.3,22.8,4.9,70,9.3
2009-04-17,Arnulf,443.0,412.0,31.0,7.7,11.2,2.5,95,0.0
2009-04-18,Arnulf,419.0,397.0,22.0,7.2,14.1,0.7,75,5.0
